Title,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,hot,cluster
Didn't I (Blow Your Mind This Time),The Delfonics,0.484,0.59,9,-6.663,1,0.0283,0.795,0.00306,0.155,0.324,140.588,audio_features,1NeKY4qWsCnhY8fvhwQa7q,spotify:track:1NeKY4qWsCnhY8fvhwQa7q,https://api.spotify.com/v1/tracks/1NeKY4qWsCnhY8fvhwQa7q,https://api.spotify.com/v1/audio-analysis/1NeKY4qWsCnhY8fvhwQa7q,201067,4,No,2
Somebody Told Me,The Killers,0.497,0.97,10,-4.851,0,0.0836,9.04e-05,0.000674,0.101,0.689,138.081,audio_features,6PwjJ58I4t7Mae9xfZ9l9v,spotify:track:6PwjJ58I4t7Mae9xfZ9l9v,https://api.spotify.com/v1/tracks/6PwjJ58I4t7Mae9xfZ9l9v,https://api.spotify.com/v1/audio-analysis/6PwjJ58I4t7Mae9xfZ9l9v,197200,4,No,1
Jam On It,Newcleus,0.804,0.782,6,-6.224,0,0.0606,0.00302,0.0872,0.662,0.346,116.806,audio_features,1lB2kyB5h9ceZ388GBfC9L,spotify:track:1lB2kyB5h9ceZ388GBfC9L,https://api.spotify.com/v1/tracks/1lB2kyB5h9ceZ388GBfC9L,https://api.spotify.com/v1/audio-analysis/1lB2kyB5h9ceZ388GBfC9L,383600,4,No,13
Do Right Woman - Do Right Man,Aretha Franklin,0.668,0.284,9,-10.192,1,0.0413,0.706,0.0,0.131,0.491,134.911,audio_features,6cLEpgDcEldV1n9gusHQUX,spotify:track:6cLEpgDcEldV1n9gusHQUX,https://api.spotify.com/v1/tracks/6cLEpgDcEldV1n9gusHQUX,https://api.spotify.com/v1/audio-analysis/6cLEpgDcEldV1n9gusHQUX,196640,3,No,3
Hello Walls,Faron Young,0.62,0.406,0,-10.421,1,0.0281,0.722,6.73e-06,0.114,0.695,101.489,audio_features,4dim8F8t01qimHOmr6S3Gd,spotify:track:4dim8F8t01qimHOmr6S3Gd,https://api.spotify.com/v1/tracks/4dim8F8t01qimHOmr6S3Gd,https://api.spotify.com/v1/audio-analysis/4dim8F8t01qimHOmr6S3Gd,146840,4,No,3
Cold Sweat,James Brown,0.746,0.557,7,-11.072,0,0.0405,0.289,1.19e-06,0.0996,0.892,119.748,audio_features,3GWM2gYAWWBrrh1h9F8DEc,spotify:track:3GWM2gYAWWBrrh1h9F8DEc,https://api.spotify.com/v1/tracks/3GWM2gYAWWBrrh1h9F8DEc,https://api.spotify.com/v1/audio-analysis/3GWM2gYAWWBrrh1h9F8DEc,176973,4,No,10
Sweet Thing,Van Morrison,0.518,0.385,4,-14.636,1,0.0339,0.23,0.000226,0.124,0.712,86.604,audio_features,4dBI72rgkmG0gTzswyBTzz,spotify:track:4dBI72rgkmG0gTzswyBTzz,https://api.spotify.com/v1/tracks/4dBI72rgkmG0gTzswyBTzz,https://api.spotify.com/v1/audio-analysis/4dBI72rgkmG0gTzswyBTzz,265547,3,No,10
Can I Kick It?,A Tribe Called Quest,0.848,0.666,0,-6.547,1,0.274,0.173,0.000699,0.129,0.744,96.662,audio_features,3Ti0GdlrotgwsAVBBugv0I,spotify:track:3Ti0GdlrotgwsAVBBugv0I,https://api.spotify.com/v1/tracks/3Ti0GdlrotgwsAVBBugv0I,https://api.spotify.com/v1/audio-analysis/3Ti0GdlrotgwsAVBBugv0I,251573,4,No,11
Are Friends Electric?,Tubeway Army,0.428,0.714,5,-9.735,1,0.0376,0.0697,0.212,0.163,0.435,94.033,audio_features,3xfOF1wyjUZocifZ5WLeFx,spotify:track:3xfOF1wyjUZocifZ5WLeFx,https://api.spotify.com/v1/tracks/3xfOF1wyjUZocifZ5WLeFx,https://api.spotify.com/v1/audio-analysis/3xfOF1wyjUZocifZ5WLeFx,323133,4,No,0
Goin' Back to Cali,LL Cool J,0.916,0.662,9,-16.404,0,0.605,0.00464,0.00346,0.138,0.406,135.65,audio_features,4Fkr6zTAxsXbG9kG8ISqos,spotify:track:4Fkr6zTAxsXbG9kG8ISqos,https://api.spotify.com/v1/tracks/4Fkr6zTAxsXbG9kG8ISqos,https://api.spotify.com/v1/audio-analysis/4Fkr6zTAxsXbG9kG8ISqos,249267,4,No,9
You Wear It Well,Rod Stewart,0.547,0.561,2,-10.056,1,0.0322,0.491,7.47e-06,0.146,0.899,127.295,audio_features,08BSHFPXmclm8AYat5hXM7,spotify:track:08BSHFPXmclm8AYat5hXM7,https://api.spotify.com/v1/tracks/08BSHFPXmclm8AYat5hXM7,https://api.spotify.com/v1/audio-analysis/08BSHFPXmclm8AYat5hXM7,262960,4,No,3
Us and Them,Pink Floyd,0.357,0.302,2,-14.526,1,0.0303,0.862,0.559,0.634,0.135,72.518,audio_features,1TKTiKp3zbNgrBH2IwSwIx,spotify:track:1TKTiKp3zbNgrBH2IwSwIx,https://api.spotify.com/v1/tracks/1TKTiKp3zbNgrBH2IwSwIx,https://api.spotify.com/v1/audio-analysis/1TKTiKp3zbNgrBH2IwSwIx,469224,4,No,12
Dedicated to the One I Love,The Shirelles,0.462,0.191,10,-11.901,1,0.0339,0.8,0.0,0.164,0.537,80.536,audio_features,4HdRMye6yPWOFrfLLM7W6b,spotify:track:4HdRMye6yPWOFrfLLM7W6b,https://api.spotify.com/v1/tracks/4HdRMye6yPWOFrfLLM7W6b,https://api.spotify.com/v1/audio-analysis/4HdRMye6yPWOFrfLLM7W6b,124187,4,No,7
"John Wayne Gacy, Jr.",Sufjan Stevens,0.423,0.179,0,-14.852,0,0.0413,0.916,1.61e-05,0.12,0.179,78.738,audio_features,2R3g9k14OAcUzZYwo90Tx6,spotify:track:2R3g9k14OAcUzZYwo90Tx6,https://api.spotify.com/v1/tracks/2R3g9k14OAcUzZYwo90Tx6,https://api.spotify.com/v1/audio-analysis/2R3g9k14OAcUzZYwo90Tx6,199920,4,No,7
Thanks for the Memory,Bob Hope/Shirley Ross,0.461,0.103,2,-17.102,1,0.0587,0.964,8.26e-06,0.14,0.225,97.989,audio_features,1qVwptCd8xqwr2zzO1djvi,spotify:track:1qVwptCd8xqwr2zzO1djvi,https://api.spotify.com/v1/tracks/1qVwptCd8xqwr2zzO1djvi,https://api.spotify.com/v1/audio-analysis/1qVwptCd8xqwr2zzO1djvi,187760,4,No,7
I Can Never Go Home Anymore,The Shangri-La's,0.527,0.354,11,-12.386,0,0.0397,0.627,0.0,0.283,0.164,96.022,audio_features,6Dmrx1BOxZXTc2p3W8ezTh,spotify:track:6Dmrx1BOxZXTc2p3W8ezTh,https://api.spotify.com/v1/tracks/6Dmrx1BOxZXTc2p3W8ezTh,https://api.spotify.com/v1/audio-analysis/6Dmrx1BOxZXTc2p3W8ezTh,192907,4,No,7
(Ghost) Riders in the Sky (A Cowboy Legend),Vaughn Monroe,0.572,0.668,10,-9.382,0,0.0361,0.355,0.0379,0.223,0.56,109.511,audio_features,3I1vEQhGwRK7URrTq4BqNl,spotify:track:3I1vEQhGwRK7URrTq4BqNl,https://api.spotify.com/v1/tracks/3I1vEQhGwRK7URrTq4BqNl,https://api.spotify.com/v1/audio-analysis/3I1vEQhGwRK7URrTq4BqNl,224813,4,No,0
Beast of Burden,The Rolling Stones,0.783,0.878,1,-3.864,0,0.0308,0.39,0.000778,0.0426,0.885,100.626,audio_features,77oU2rjC5XbjQfNe3bD6so,spotify:track:77oU2rjC5XbjQfNe3bD6so,https://api.spotify.com/v1/tracks/77oU2rjC5XbjQfNe3bD6so,https://api.spotify.com/v1/audio-analysis/77oU2rjC5XbjQfNe3bD6so,265173,4,No,5
Got 'Til It's Gone,Janet Jackson,0.752,0.364,7,-10.375,1,0.277,0.0177,0.000306,0.278,0.534,89.842,audio_features,1EhvYd5e7vkoN3udEN1Vyl,spotify:track:1EhvYd5e7vkoN3udEN1Vyl,https://api.spotify.com/v1/tracks/1EhvYd5e7vkoN3udEN1Vyl,https://api.spotify.com/v1/audio-analysis/1EhvYd5e7vkoN3udEN1Vyl,241760,4,No,11
Champagne Supernova,Oasis,0.293,0.817,2,-3.786,1,0.039,0.458,0.0509,0.355,0.138,150.249,audio_features,2A7GGXmTlXuH9LOvBXgOX4,spotify:track:2A7GGXmTlXuH9LOvBXgOX4,https://api.spotify.com/v1/tracks/2A7GGXmTlXuH9LOvBXgOX4,https://api.spotify.com/v1/audio-analysis/2A7GGXmTlXuH9LOvBXgOX4,451320,4,No,8
Big Pimpin',Jay-Z,0.88,0.814,11,-6.307,0,0.14,0.168,0.00672,0.0584,0.942,138.083,audio_features,7m97yKVzPpXV9Z4ezEziOD,spotify:track:7m97yKVzPpXV9Z4ezEziOD,https://api.spotify.com/v1/tracks/7m97yKVzPpXV9Z4ezEziOD,https://api.spotify.com/v1/audio-analysis/7m97yKVzPpXV9Z4ezEziOD,283067,4,No,5
She Is Beyond Good and Evil,The Pop Group,0.57,0.647,7,-10.458,1,0.194,0.0343,8.47e-06,0.163,0.423,126.101,audio_features,5Vz713rkx4LombYggbk6Ph,spotify:track:5Vz713rkx4LombYggbk6Ph,https://api.spotify.com/v1/tracks/5Vz713rkx4LombYggbk6Ph,https://api.spotify.com/v1/audio-analysis/5Vz713rkx4LombYggbk6Ph,202533,4,No,11
Caught Out There,Kelis,0.848,0.691,7,-6.775,1,0.093,0.0512,0.00803,0.0723,0.922,92.996,audio_features,1nZkrUFLq265za9lofFO3p,spotify:track:1nZkrUFLq265za9lofFO3p,https://api.spotify.com/v1/tracks/1nZkrUFLq265za9lofFO3p,https://api.spotify.com/v1/audio-analysis/1nZkrUFLq265za9lofFO3p,291707,4,No,5
I Can't Go for That (No Can Do),Daryl Hall and John Oates,0.889,0.441,0,-9.506,0,0.0379,0.0405,0.000788,0.038,0.963,110.565,audio_features,41dDygR3r7e926oGUXfrLt,spotify:track:41dDygR3r7e926oGUXfrLt,https://api.spotify.com/v1/tracks/41dDygR3r7e926oGUXfrLt,https://api.spotify.com/v1/audio-analysis/41dDygR3r7e926oGUXfrLt,307307,4,No,10
The Gambler,Kenny Rogers,0.671,0.501,4,-13.119,1,0.0594,0.342,0.0,0.194,0.86,87.04,audio_features,5KqldkCunQ2rWxruMEtGh0,spotify:track:5KqldkCunQ2rWxruMEtGh0,https://api.spotify.com/v1/tracks/5KqldkCunQ2rWxruMEtGh0,https://api.spotify.com/v1/audio-analysis/5KqldkCunQ2rWxruMEtGh0,214880,4,No,10
Walk Idiot Walk,The Hives,0.623,0.947,9,-3.934,1,0.103,0.00386,0.00575,0.582,0.684,146.318,audio_features,5Pdd4QCr0rREXM03zBM2Eh,spotify:track:5Pdd4QCr0rREXM03zBM2Eh,https://api.spotify.com/v1/tracks/5Pdd4QCr0rREXM03zBM2Eh,https://api.spotify.com/v1/audio-analysis/5Pdd4QCr0rREXM03zBM2Eh,211813,4,No,13
Sixty Minute Man,Billy Ward & The Dominos,0.765,0.505,3,-8.768,1,0.118,0.945,3.29e-05,0.191,0.857,130.985,audio_features,5jZCByjWMEmOR949ujZNRp,spotify:track:5jZCByjWMEmOR949ujZNRp,https://api.spotify.com/v1/tracks/5jZCByjWMEmOR949ujZNRp,https://api.spotify.com/v1/audio-analysis/5jZCByjWMEmOR949ujZNRp,150147,4,No,3
Stay Fly,Three 6 Mafia,0.789,0.881,11,-5.758,1,0.0331,0.109,0.0,0.355,0.647,133.299,audio_features,5MYFw4T2gy52pOGBN4EYHS,spotify:track:5MYFw4T2gy52pOGBN4EYHS,https://api.spotify.com/v1/tracks/5MYFw4T2gy52pOGBN4EYHS,https://api.spotify.com/v1/audio-analysis/5MYFw4T2gy52pOGBN4EYHS,236600,4,No,5
I Was Made to Love Her,Stevie Wonder,0.768,0.852,4,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373,audio_features,07q0QVgO56EorrSGHC48y3,spotify:track:07q0QVgO56EorrSGHC48y3,https://api.spotify.com/v1/tracks/07q0QVgO56EorrSGHC48y3,https://api.spotify.com/v1/audio-analysis/07q0QVgO56EorrSGHC48y3,271240,4,No,5
On the Other Hand,Randy Travis,0.657,0.415,5,-9.915,1,0.025,0.175,5.65e-06,0.132,0.347,96.03,audio_features,5MkOctZG8LI9uHzpY7ncWj,spotify:track:5MkOctZG8LI9uHzpY7ncWj,https://api.spotify.com/v1/tracks/5MkOctZG8LI9uHzpY7ncWj,https://api.spotify.com/v1/audio-analysis/5MkOctZG8LI9uHzpY7ncWj,186347,4,No,0
I Try,Macy Gray,0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,audio_features,5TAf4lnZCZTLlZHNZMLFLi,spotify:track:5TAf4lnZCZTLlZHNZMLFLi,https://api.spotify.com/v1/tracks/5TAf4lnZCZTLlZHNZMLFLi,https://api.spotify.com/v1/audio-analysis/5TAf4lnZCZTLlZHNZMLFLi,239440,4,No,1
I'm Coming Out,Diana Ross,0.72,0.828,5,-9.211,1,0.0462,0.185,0.429,0.0839,0.768,110.071,audio_features,3SnGymj6ijE2iuUfWxLo1q,spotify:track:3SnGymj6ijE2iuUfWxLo1q,https://api.spotify.com/v1/tracks/3SnGymj6ijE2iuUfWxLo1q,https://api.spotify.com/v1/audio-analysis/3SnGymj6ijE2iuUfWxLo1q,323347,4,No,5
